,Titre,DOI,Auteurs,Date de publication,Abstract,Lien fichier,Type fichier
54,Enhanced Photoluminescence in Transition Metal Dichalcogenides Monolayers by Gold Nanoparticle Supercrystals,10.5281/zenodo.5595266,"Joao Rodriguez, Pau Molet, Leonardo Scarabelli, Andrea Capasso, Agustín Mihi, Pedro Alpuim, Juan Luis Garcia-Pomar",2021-09-20,"We developed a nanostructure to enhance the photoluminescence intensity of two-dimensional monolayers of transition metal dichalcogenides based on plasmonic supercrystal arrays. These plasmonic supercrystal arrays are deposited on top the monolayers by means of a template-assisted assembly of gold nanospheres with patterned polydimethylsiloxane molds [1]. These supercrystals arrays consist on square arrays of hexagonally packed gold nanoparticles (50 nm of diameter) which exhibit well-defined surface lattice resonance modes that can be tuned from the visible through the near-infrared by simple variation of the lattice parameter. This tunability can be used to enhance the photoluminescence emission of different transition metal dichalcogenides monolayers. So, as proof of concept, the photoluminescence signal of the monolayer MoS2 and MoSe2 can be significantly enhanced up to 5-6-fold coupling the frequency of the surface lattice resonance of the plasmonic supercrystal to the frequency emission of the transition metal dichalcogenides monolayer.
 
This project has received funding from the European Union’s Horizon 2020 research and innovation programme under grant agreement No 840064",https://zenodo.org/api/files/e91100d1-d87a-412d-945d-8a1aae133d89/CEN21_a.pdf,pdf
55,3D‐Printed Biocompatible Scaffolds with Built‐In Nanoplasmonic Sensors,10.1002/adfm.202005407,"García‐Astrain, C.,Lenzi, E., Jimenez de Aberasturi, D., Henriksen‐Lacey, M., R. Binelli, M., Liz-Marzán, LM;",2020-09-06,"3D printing strategies have acquired great relevance toward the design of 3D scaffolds with precise macroporous structures, for supported mammalian cell growth. Despite advances in 3D model designs, there is still a shortage of detection tools to precisely monitor in situ cell behavior in 3D, thereby allowing a better understanding of the progression of diseases or to test the efficacy of drugs in a more realistic microenvironment. Even if the number of available inks has exponentially increased, they do not necessarily offer the required functionalities to be used as internal sensors. Herein the potential of surface‐enhanced Raman scattering (SERS) spectroscopy for the detection of biorelevant analytes within a plasmonic hydrogel‐based, 3D‐printed scaffold is demonstrated. Such SERS‐active scaffolds allow for the 3D detection of model molecules, such as 4‐mercaptobenzoic acid. Flexibility in the choice of plasmonic nanoparticles is demonstrated through the use of gold nanoparticles with different morphologies, gold nanorods showing the best balance between SERS enhancement and scaffold transparency. Detection of the biomarker adenosine is also demonstrated as a proof‐of‐concept toward the use of these plasmonic scaffolds for SERS sensing of cell‐secreted molecules over extended periods of time.",https://zenodo.org/api/files/721670a3-e721-4b08-9520-e139051ae643/Scaffold_AdvFunctMater.pdf,pdf
56,kevinroccapriore/Predictability: Initial Release: Predictability,10.5281/zenodo.4433093,kevinroccapriore,2021-01-11,"This first release includes the codes and data availability to reproduce the results obtained in the paper titled ""Predictability of localized plasmonic responses in nanoparticle assemblies"" by Roccapriore et al.",https://zenodo.org/api/files/bba9b2b0-18a7-4a34-adf9-7d73f566f164/kevinroccapriore/Predictability-v1.0.0.zip,zip
57,mkhan39/Broadband-scattering-suppression: Modeling broadband cloaking using 3D nano-assembled plasmonic meta-structures,10.5281/zenodo.5232342,Imran Khan,2021-08-22,"Mathematical description and related computation of the broadband scattering suppression using a nano-assembled 3D plasmonic meta-structure project. Computational method and related codes shown here is a part of the published work. The publication can be found in the following link https://www.osapublishing.org/oe/fulltext.cfm?uri=oe-28-15-22732&id=433552 . To test and explore you would need a data file containing optical parameters for the dielctric core (i.e., refractive index) and metallic nanoparticles (i.e., refractive index, extinction). One such data file (.csv ) is included in this project for experimentally measured 11 nm plasmonic gold thin film.",https://zenodo.org/api/files/c922a436-7c3b-4841-8936-a67d4fe7ca2b/mkhan39/Broadband-scattering-suppression-v1.0.zip,zip
58,Direct printing of gold nanospheres from colloidal solutions by pyro-electrohydrodynamic jet allows hypersensitive SERS sensing,10.5281/zenodo.4710620,"Pannico Marianna, Musto Pellegrino, Rega Romina, Vespini Veronica, Grilli Simonetta, Ferraro Pietro",2020-11-30,"Pyro-electrohydrodynamic jet printing (p-jet) has been used to fabricate a nanostructured plasmonic sensor for SERS spectroscopy. The p-jet approach allowed us to have an assembly of nanoparticles with suitable geometry and size, which resulted in a sensing surface with intense SERS activity and a rather homogeneous response. Raman imaging measurements highlighted strong Enhancement Factors across the sensing area, exceeding those of the pristine colloidal solution by almost two orders of magnitude. The intense plasmonic effect was further demonstrated by the spectroscopic recognition of a metal-catalyzed dimerization process triggered to completeness at the metal surface. The results presented herein demonstrate the usefulness of the proposed SERS sensor for hypersensitive molecular analysis.",https://zenodo.org/api/files/5bd1eb60-c2a8-44a9-8ff7-0914fb02ceac/Direct%20printing..._AuthorVersion.pdf,pdf
59,MicroRNA-Directed Intracellular Self-Assembly of Chiral Nanorod Dimers,10.1002/anie.201805640,"Liguang Xu, Yifan Gao, Hua Kuang, Luis M. Liz‐Marzán, Chuanlai Xu",2018-06-08,"MicroRNAs (miRNAs), a kind of single‐stranded small RNA molecules, play a crucial role in physiological and pathological processes in human beings. We describe here the detection of miRNA, by side‐by‐side self‐assembly of plasmonic nanorod dimers in living cells, which gives rise to a distinct intense chiroplasmonic response and surface‐enhanced Raman scattering (SERS). The dynamic assembly of chiral nanorods was confirmed by fluorescence resonance energy transfer (FRET), also in living cells. Our study provides insights into in situ self‐assembly of plasmonic probes for the real‐time measurement of biomarkers in living cells. This could improve the current understanding of cellular RNA–protein complexes, pharmaco‐genomics, and genetic diagnosis and therapies.",https://zenodo.org/api/files/e2463fcf-db38-460c-a144-69b812180ec8/10.1002%40anie.201805640.pdf,pdf
60,Fundamental Limit of Plasmonic Cathodoluminescence_experimental dataset,10.5281/zenodo.4467570,Michal Horák,2021-01-26,"This file contains the raw unprocessed experimental data for the results published in Schmidt et al., Fundamental Limit of Plasmonic Cathodoluminescence, Nano Letters, Volume 21, 2021, 590-596. ",https://zenodo.org/api/files/c6c856bb-1c7b-4204-9c20-44c02016d9cd/data%20for%20repository-Hor%C3%A1k2021.zip,zip
61,Sub-50 ns ultrafast upconversion luminescence of a Rare earth doped nanoparticle,10.5281/zenodo.6579210,"Huan Chen, Zihe Jiang, Huatian Hu, Bowen Kang, Baobao Zhang, Xiaohu Mi, Lei Guo, Jinping Li, Jiangbo Lu, Lei Yan, Zhengkun Fu, Zhenglong Zhang, Hairong Zheng, Hongxing Xu",2022-05-25,"A tilted-plasmonic nanocavity enables shortening of the luminescence decay time of rare-earth-doped nanoparticles, to sub-50 ns. High quantum efficiency enhancement, chiral polarisation and directional far-field emission are maintained.",https://zenodo.org/api/files/437d37cf-3079-489f-b38e-78e5fa83f940/Fig1.xlsx,xlsx
62,Fabrication of plasmonic structures with well-controlled nanometric features: A comparison between lift-off and ion beam etching,10.5281/zenodo.5011466,"Abasahl, Banafsheh, Santschi, Christian, Raziman, T.V., Martin, Olivier",2021-06-22,"We provide the dataset for the scattering cross sections computed for the article ""Fabrication of plasmonic structures with well-controlled nanometric features: A comparison between lift-off and ion beam etching"".",https://zenodo.org/api/files/fd98d990-3416-4c63-91d0-e01de8138805/Scattering%20Cross%20Sections%20Computed%20for%20the%20Different%20Structures.zip,zip
63,GRAPHENE-BASED SURFACE PLASMON POLARITON FOR PLASMONIC WAVEGUIDES AND DEVICES,10.5281/zenodo.7392289,Bill N.  Nunneh,2022-10-10,ABSTRACT: Presentation slides for the course project on the topic Graphene-based surface plasmon polariton for plasmonic waveguides and devices. Throughout the project the used of FDTD simulations were conducted for the report. ,https://zenodo.org/api/files/39d155af-9c36-4009-81b8-2d2320112a5d/GRAPHENE-BASED%20SURFACE%20PLASMON%20POLARITON%20FOR%20PLASMONIC%20WAVEGUIDES%20AND%20DEVICES%20%281%29.pdf,pdf
64,High Gain Broadband Plasmonic Slot Nano-Antenna,10.5281/zenodo.1100661,"H. S. Haroyan, V. R. Tadevosyan",2015-04-04,"High gain broadband plasmonic slot nano-antenna has
been considered. The theory of plasmonic slot nano-antenna (PSNA)
has been developed. The analytical model takes into account also the
electrical field inside the metal due to imperfectness of metal in
optical range, as well as numerical investigation based on finite
element method (FEM) has been realized. It should be mentioned that
Yagi-Uda configuration improves directivity in the plane of structure.
In contrast, in this paper the possibility of directivity improvement of
proposed PSNA in perpendicular plane of structure by using
reflection metallic surface placed under the slot in fixed distance has
been demonstrated. It is well known that a directivity improvement
brings to the antenna gain increasing. This method of diagram
improving is also well known from RF antenna design theory.
Moreover the improvement of directivity in the perpendicular plane
gives more flexibility in such application as improving the light and
atom, ion, molecule interactions by using such type of plasmonic slot
antenna. By the analogy of dipole type optical antennas the widening
of working wavelengths has been realized by using bowtie geometry
of slots, which made the antenna broadband.",https://zenodo.org/api/files/eb7dc704-73eb-4b53-8cc4-b24f925fa454/10001208.pdf,pdf
65,Fluorophore photostability and saturation in the hotspot of DNA origami nanoantennas,10.1088/2050-6120/ab6ac8,"Grabenhorst Lennart, Trofymchuk Kateryna, Steiner Florian, Glembockyte Viktorija, Tinnefeld Philip",2020-02-05,"Fluorescent dyes used for single-molecule spectroscopy can undergo millions of excitation-emission
cycles before photobleaching. Due to the upconcentration of light in a plasmonic hotspot, the
conditions for fluorescent dyes are even more demanding inDNAorigami nanoantennas. Here, we
briefly review the current state of fluorophore stabilization for single-molecule imaging and reveal
additional factors relevant in the context of plasmonic fluorescence enhancement. Weshow that
despite the improved photostability of single-molecule fluorophores byDNAorigami nanoantennas,
their performance in the intense electric fields in plasmonic hotspots is still limited by the underlying
photophysical processes, such as formation of dim states and photoisomerization. These photophysical
processes limit the photon count rates, increase heterogeneity and aggravate quantification of
fluorescence enhancement factors. These factors also reduce the time resolution that can be achieved
in biophysical single-molecule experiments. Finally, we show how the photophysics of aDNAhairpin
assay with a fluorophore-quencher pair can be influenced by plasmonicDNAorigami nanoantennas
leading to implications for their use in fluorescence-based diagnostic assays. Especially, we show that
such assays can produce false positive results by premature photobleaching of the dark quencher. Here we demonstrate the raw data on which our findings based on.",https://zenodo.org/api/files/f8ac043b-847c-469f-beb7-526560c43ebe/Alexa647-fcs.rar,rar
66,Template-assisted self-assembly of achiral plasmonic nanoparticles into chiral structures,10.1039/D1SC03327A,"Vila-Liarte, D, Kotov, NA, Liz-Marzán, LM.",2021-09-28,"The acquisition of strong chiroptical activity has revolutionized the field of plasmonics, granting access to novel light-matter interactions and revitalizing research on both the synthesis and application of nanostructures. Among the different mechanisms for the origin of chiroptical properties in colloidal plasmonic systems, the self-assembly of achiral nanoparticles into optically active materials offers a versatile route to control the structure-optical activity relationships of nanostructures, while simplifying the engineering of their chiral geometries. Such unconventional materials include helical structures with a precisely defined morphology, as well as large scale, deformable substrates that can leverage the potential of periodic patterns. Some promising templates with helical structural motifs like liquid crystal phases or confined block co-polymers still need efficient strategies to direct preferential handedness, whereas other templates such as silica nanohelices can be grown in an enantiomeric form. Both types of chiral structures are reviewed herein as platforms for chiral sensing: patterned substrates can readily incorporate analytes, while helical assemblies can form around structures of interest, like amyloid protein aggregates. Looking ahead, current knowledge and precedents point toward the incorporation of semiconductor emitters into plasmonic systems with chiral effects, which can lead to plasmonic-excitonic effects and the generation of circularly polarized photoluminescence.",https://zenodo.org/api/files/4fe35631-2ad5-448f-84a3-15b41f15e69d/D1SC03327A.pdf,pdf
67,Highly Efficient Copper Sulfide-Based Near-Infrared Photothermal Agents: Exploring the Limits of Macroscopic Heat Conversion,10.1002/smll.201803282,"Riccardo Marin, Artiom Skripka, Lucas V. Besteiro, Antonio Benayas, Zhiming Wang, Alexander O. Govorov, Patrizia Canton, Fiorenzo Vetrone",2018-10-17,"Among the foreseeable therapeutic approaches at the cellular level, nanoplatform-driven photothermal therapy is a thriving tool for the selective eradication of malignant tissues with minimal side effects to healthy ones. Hence, chemically versatile, near-infrared absorbing plasmonic nanoparticles are distinctly appealing and most sought after as efficient photothermal agents.
In this work, a straightforward method to synthesize monodisperse PEGylated copper sulfide nanoparticles of pure covellite (CuS) phase, featuring strong localized surface plasmonic resonance absorption in the near-infrared and flexible surface chemistry, imparted by monomethyl ether polyethylene glycol molecules, is developed and optimized. These nanoparticles show a remarkable
photothermal heat conversion efficiency (HCE) of 71.4%, which is among the highest for CuS systems and rivals that of plasmonic noble metal nanostructures. Moreover, through critical evaluation and mathematical modeling of the material’s properties and measurement methodology, it is assessed that the calculated HCE values drastically depend on experimental conditions such
as wavelength-dependent solvent absorption properties, sol concentration, and optical path. These findings are of paramount relevance to the photothermal community, since they call for a standardization of the procedure for the evaluation of the HCE of proposed photothermal agents, in order to make the reported values universally and reliably comparable.",https://zenodo.org/api/files/55245420-f214-470d-9113-7b9c8d715364/CuS%20%282018%29.pdf,pdf
69,Encapsulation of Noble Metal Nanoparticles through Seeded Emulsion Polymerization as Highly Stable Plasmonic Systems,10.1002/adfm.201809071,"Scarabelli, L, Schumacher, M, Jimenez de Aberasturi, D, Merkl, J, Henriksen-Lacey, M, Milagres de Oliveira, T, Janschel, M, Schmidtke, C, Bals, S, Weller, H, Liz-Marzán, LM.",2019-02-10,"The implementation of plasmonic nanoparticles in vivo remains hindered by important limitations such as biocompatibility, solubility in biological fluids, and physiological stability. A general and versatile protocol is presented, based on seeded emulsion polymerization, for the controlled encapsulation of gold and silver nanoparticles. This procedure enables the encapsulation of single nanoparticles as well as nanoparticle clusters inside a protecting polymer shell. Specifically, the efficient coating of nanoparticles of both metals is demonstrated, with final dimensions ranging between 50 and 200 nm, i.e., sizes of interest for bio‐applications. Such hybrid nanocomposites display extraordinary stability in high ionic strength and oxidizing environments, along with high cellular uptake, and low cytotoxicity. Overall, the prepared nanostructures are promising candidates for plasmonic applications under biologically relevant conditions.",https://zenodo.org/api/files/98caf00f-3e29-47a0-a1c6-bb659f18b383/Clusters_Revised.pdf,pdf
70,Plasmonic Copper Sulfide Nanoparticles Enable Dark Contrast in Optical Coherence Tomography,10.1002/adhm.201901627,"Marin, Riccardo, Lifante, José, Besteiro, Lucas, Wang, Zhiming, Govorov, Alexander O., Rivero, Fernando, Alfonso, Fernando, Sanz-Rodríguez, Francisco, Jaque, Daniel",2020-01-24,The first example of negative contrast agent for optical coherence tomography is presented in the form of copper sulfide nanoparticles with plasmonic properties. The particles are designed to maximise the light absorption and minimize light scattering.,https://zenodo.org/api/files/742a97f0-4a5d-4dea-9b52-36c793f5e955/Manuscript_pre.pdf,pdf
71,Plasmonic Modulators for Future Highest-Speed Free Space Optical Communications,10.5281/zenodo.7452804,"Laurenz Kulmer, Yannik Horst, Bertold I. Bitachon, Marcel Destraz, Tobias Blatter, Matthieu Rimlinger, Killian Keller, Valentino Tedaldi, Patrick Habegger, Eva De Leo, Wolfgang Heni, Claudia Hoessbacher, Aurélie Montmerle-Bonnefois, Caroline B. Lim, Jean-Marc Conan, Joseph Montri, Beatrice Sorrente, Philippe Perrault, Cyril Petit, Nicolas Védrenne, Loann Pommarel, Hannah Lindberg, Laurent Francou, Daniel Matter, Arnaud Le Kernec, Anaëlle Maho, Simon Lévêque, Michel Sotom, Benedikt Baeuerle, Juerg Leuthold",2023-03-09,Plasmonic modulators have been assessed for operation up to 200 GBaud in a turbulent 53 km free-space-optical link. They are shown to withstand space radiation and large temperature ranges making them ideal for space applications,https://zenodo.org/api/files/b4272ab3-67f2-4f7a-82b8-3aef2f02c589/Kulmer_ETHZ_2210_OFC_Vertigo_Plasmonic_final.pdf,pdf
72,Environmental hazard testing of nanobiomaterials,10.1186/s12302-020-00369-8,"M. J. B. Amorim, M. L. Fernández‑Cruz, K. Hund‑Rinke, J. J. Scott‑Fordsmand",2020-07-21,"Abstract
The European Medicines Agency (EMA) regards the potential risks of human medicinal products to the environment and their impacts are assessed, as well as management to limit this impact. Hazard assessment of novel materials, which differ from conventional chemicals, e.g. nanobiomaterials, poses testing challenges and represents a work in-progress with much focus on the optimization of required methodologies. For this work-in-progress, we here highlight where changes/updates are required in relation to the main elements for international testing based on OECD guidelines, supported by knowledge from the nanotoxicity area. The outline describes two major sections, nanobiomaterials and environmental hazards, including its challenges and learned lessons, with recommendations for implementation in OECD guidelines. Finally, the way forward via a testing strategy is described.",https://zenodo.org/api/files/51535e83-6ac2-4591-8a17-fdf0a8d0d9d2/2020_ESEU_%20Amorim%20et%20al_EnvironmentalHazardTesting%20NBM.pdf,pdf
73,Environmentally responsive plasmonic nanoassemblies for biosensing,10.5281/zenodo.1485583,"Wu, XL, Hao, CL, Kumar, J, Kuang, H, Kotov, NA, Liz-Marzan, LM, Xu, CL",2018-07-07,"Assemblies of plasmonic nanoparticles enable new modalities for biosensing. Engineered superstructures from metal nanoparticles can enhance the plasmon resonances and chiroptical activity of nanoscale dispersions. Such phenomena are keys to the fabrication of highly sensitive, selective and fast-responding detection platforms, making them promising candidates for clinical applications. This tutorial review summarizes and discusses recent advances in this area. The topics covered in the review include the basic strategies adopted for assembly and engineering of plasmonic nanoparticles, optical properties of the assembled nanostructures and their applications to both in vitro and in vivo detection of biological compounds. We also offer our vision of the future prospects of this field of research. Among emerging applications in this area are novel nanosensors and platforms, for food safety, environmental monitoring, health safeguarding, as well as biodefense.",https://zenodo.org/api/files/b4dfcf81-2df0-4574-9f53-1cbf1be78f3d/Plasmonic%20nanoassemblies-CSR.pdf,pdf
74,Plasmon-assisted Förster resonance energy transfer at the single-molecule level in the moderate quenching regime,10.1039/C9NR01204D,"Bohlen Johann, Cuartero-González Alvaro, Ruhlandt Daja, Fernández-Domínguez Antonio, Tinnefeld Philip, Acuna Guillermo",2019-03-26,"Metallic nanoparticles were shown to affect Förster energy transfer between fluorophore pairs. However, to date, the net plasmonic effect on FRET is still under dispute, with experiments showing efficiency enhancement and reduction. This controversy is due to the challenges involved in the precise positioning of FRET pairs in the near field of a metallic nanostructure, as well as in the accurate characterization of the plasmonic impact on the FRET mechanism. Here, we use the DNA origami technique to place a FRET pair 10 nm away from the surface of gold nanoparticles with sizes ranging from 5 to 20 nm. In this configuration, the fluorophores experience only moderate plasmonic quenching. We use the acceptor bleaching approach to extract the FRET rate constant and efficiency on immobilized single FRET pairs based solely on the donor lifetime. This technique does not require a posteriori correction factors neither a priori knowledge of the acceptor quantum yield, and importantly, it is performed in a single spectral channel. Our results allow us to conclude that, despite the plasmon-assisted Purcell enhancement experienced by donor and acceptor partners, the gold nanoparticles in our samples have a negligible effect on the FRET rate, which in turns yields a reduction of the transfer efficiency.",Inconnu,Inconnu
75,Polymorphic gallium for active resonance tuning in photonic nanostructures: from bulk gallium to two-dimensional (2D) gallenene,10.1515/nanoph-2020-0314,"Yael Gutierrez, Pablo García-Fernández, Javier Junquera, April S. Brown, Fernando Moreno, Maria Losurdo",2020-07-27,"Reconfigurable plasmonics is driving an exten- sive quest for active materials that can support a control- lable modulation of their optical properties for dynamically tunable plasmonic structures. Here, polymorphic gallium (Ga) is demonstrated to be a very promising candidate for adaptive plasmonics and reconfigurable photonics appli- cations. The Ga sp-metal is widely known as a liquid metal at room temperature. In addition to the many other compelling attributes of nanostructured Ga, including minimal oxidation and biocompatibility, its six phases have varying degrees of metallic character, providing a wide gamut of electrical conductivity and optical behavior tunability. Here, the dielectric function of the several Ga phases is introduced and correlated with their respective electronic structures. The key conditions for optimal opti- cal modulation and switching for each Ga phase are eval- uated. Additionally, we provide a comparison of Ga with other more common phase-change materials, showing better performance of Ga at optical frequencies. Further- more, we first report, to the best of our knowledge, the optical properties of liquid Ga in the terahertz (THz) range showing its broad plasmonic tunability from ultraviolet to visible-infrared and down to the THz regime. Finally, we provide both computational and experimental evidence of extension of Ga polymorphism to bidimensional two-dimensional (2D) gallenene, paving the way to new bidimensional reconfigurable plasmonic platforms.",https://zenodo.org/api/files/5d800441-27a8-4d0b-90f3-83abeb99bd2c/%5B21928614%20-%20Nanophotonics%5D%20Polymorphic%20gallium%20for%20active%20resonance%20tuning%20in%20photonic%20nanostructures%20from%20bulk%20gallium%20to%20two-dimensional%20%282D%29%20gallenene%281%29.pdf,pdf
76,"Research data supporting ""Plasmonic chirality imprinting on nucleobase-displaying supramolecular nanohelices via metal-nucleobase recognition""",10.5281/zenodo.159453,"Lin, Yiyang, Pashuck, E. Thomas, Thomas, Michael R., Amdursky, Nadav, Wang, Shih-Ting, Chow, Lesley W., Stevens, Molly M.",2017-01-26,"This file contains the raw research data supporting the publication:
Y. Lin et al., Plasmonic chirality imprinting on nucleobase-displaying supramolecular nanohelices via metal-nucleobase recognition, Angew. Chem. Int. Ed. 2017, DOI: 10.1002/anie.201610976.
 ",https://zenodo.org/api/files/cf9b0644-6d83-4a43-9449-458c370f0f2e/2017-YLin-raw-data-files.zip,zip
77,Fast and specific detection of micro and nano plastic by flowthrough plasmonic sensing - Initial DMP,10.5281/zenodo.4778206,Aisha Bibi,2021-05-21,This is the intial Data Management Plan for the project 'Fast and specific detection of micro and nano plastic by flowthrough plasmonic sensing' falling under the umbrella of MONPLAS project funded by EC under H2020. ,https://zenodo.org/api/files/f405bd8c-894c-47d4-a71c-92b15f7ffb5d/Fast%20and%20specific%20detection%20of%20micro%20and%20nano%20plastic%20by%20flowthrough%20plasmonic%20sensing%20Initial%20DMP.pdf,pdf
78,Photon-emission statistics induced by electron tunnelling in plasmonic nanojunctions,10.5281/zenodo.6551351,"Avriller, R, Schaeverbeke, Q, Frederiksen, T, Pistolesi, F",2022-05-15,"OPEN DATA related to the research publication:
R. Avriller, Q. Schaeverbeke, T. Frederiksen, and F. Pistolesi
Photon-emission statistics induced by electron tunnelling in plasmonic nanojunctions
Phys. Rev. B 104, L241403 (2021) [arXiv:2107.07860]",https://zenodo.org/api/files/5d0bbcf8-7150-40fb-a39f-16f1201a25a0/photon-emission.tgz,tgz
79,Multifunctional magneto-optical nanoparticles for medical imaging and biosensing,10.5281/zenodo.4696019,"Schrittwieser, Stefan",2021-03-16,"Talk at the ONLINE Scientific Workshop on Plasmonic NPs: synthesis, characterization and applications.

An EU Innovative Training Network aims to train the next generation of material scientists in a highly interdisciplinary and intersectorial research environment (HeatNMof project, H2020 GA 860942)",https://zenodo.org/api/files/c82fe6b3-206c-474c-8e07-b38414c72fc8/Schrittwieser-Plasmonic-NP-workshop-2021-final-public.pdf,pdf
80,Predictability of localized plasmonic responses in nanoparticle assemblies,10.5281/zenodo.4663068,"Kevin M. Roccapriore, Maxim Ziatdinov, Shin-Hum Cho, Jordan A. Hachtel, Sergei V. Kalinin",2021-04-05,"Collection of monochromated scanning transmission electron microscopy (STEM) electron energy loss spectroscopy (EELS) hyperspectral data sets used in the paper featured in Small (2021), titled ""Predictability of Localized Plasmonic Responses in Nanoparticle Assemblies."" DOI: 10.1002/smll.202100181",https://zenodo.org/api/files/2ef35c05-e57f-49fd-9770-af964df19e62/Predictability_Datasets.rar,rar
81,Theoretical study of symmetric and antysymmetric plasmons in chains of coupled plasma cylinders,10.1109/eucap.2012.6206187,"Stognii, Nadiia, Sakhnenko, Nataliya",2012-01-01,Theoretical study of plasmon resonant eigenfrequencies in coupled plasma cylinders is presented. Mechanism of the plasmonic mode coupling that can be considered as symmetric and antisymmetric combinations of isolated cylinders plasmons is investigated. Accurate analysis of the spectrum of different plasmon resonances is presented.,https://zenodo.org/api/files/44a48c35-bd1c-4a63-89cf-1993f5814ae2/article.pdf,pdf
82,Detection and imaging of quorum sensing in Pseudomonas aeruginosa biofilm communities by surface-enhanced resonance Raman scattering,10.1038/nmat4720,"Bodelón G., Montes-Garc¡a V., López-Puente V., Hill E.H., Hamon C., Sanz-Ortiz M.N., Rodal-Cedeira S., Costas C., Celiksoy S., Pérez-Juste I., Scarabelli L., La Porta A., Pérez-Juste J., Pastoriza-Santos I., Liz-Marzán L.M.",2016-11-15,"Most bacteria in nature exist as biofilms, which support intercellular signalling processes such as quorum sensing (QS), a cell-to-cell communication mechanism that allows bacteria to monitor and respond to cell density and changes in the environment. As QS and biofilms are involved in the ability of bacteria to cause disease, there is a need for the development of methods for the non-invasive analysis of QS in natural bacterial populations. Here, by using surface-enhanced resonance Raman scattering spectroscopy, we report rationally designed nanostructured plasmonic substrates for the in situ, label-free detection of a QS signalling metabolite in growing Pseudomonas aeruginosa biofilms and microcolonies. The in situ, non-invasive plasmonic imaging of QS in biofilms provides a powerful analytical approach for studying intercellular communication on the basis of secreted molecules as signals. ¸ Macmillan Publishers Limited. All rights reserved.",https://zenodo.org/api/files/d22edd91-c832-415b-849b-86f87be617d8/NatMat-16-1.pdf,pdf
83,Plasmonic biosensors for food control,10.1016/j.tifs.2021.02.057,"Simone Balbinot, Anand Mohan Srivastav, Jasmina Vidic, Ibrahim Abdulhalim",2021-03-04,"Food safety is becoming increasingly important because food industry must provide quality products
to minimize the health risks. Traditional methods to assure food safety, such as plate count and polymerase chain
reaction are accurate and robust but can hardly satisfy the needs of the food industry because they are costly and
time consuming. Therefore, optical biosensors that can analyze food in a low-cost, facile, fast, sensitive, and
selective manner started to emerge.
Scope and approach: This review presents plasmonic biosensors including surface plasmon resonance (SPR),
localized SPR (LSPR), fiber optic SPR (FO-SPR), surface enhanced Raman scattering (SERS), surface-enhanced
fluorescence (SEF), and total internal reflection (TIR) based sensors and their applications in food pathogens
monitoring. Moreover, the strengths and weaknesses of plasmonic biosensors implementation in food control are
showcased.",https://zenodo.org/api/files/b0683485-a970-40b0-bfb0-1708a92115d7/1-s2.0-S0924224421001655-main.pdf,pdf
84,Effect of deposition angle on fabrication of plasmonic gold nanocones and nanodiscs_experimetal dataset,10.5281/zenodo.4139767,Liška Jiří,2020-10-27,"This file contains the raw unprocessed experimental data for the results published in Liška et al., Effect of deposition angle on fabrication of plasmonic gold nanocones and nanodiscs, Microelectronic Engineering, Volume 228, 1 May 2020, 111326. 
. ",https://zenodo.org/api/files/ed7ccd18-1df8-418f-b40d-0d91a449011b/2020_MEE_Liska_et_al_data.ZIP,zip
85,Plasmonic Metasurface Resonators to Enhance Terahertz Magnetic Fields for High-Frequency Electron Paramagnetic Resonance _experimental dataset,10.5281/zenodo.5499603,Lorenzo Tesi,2021-09-10,"This dataset contains the raw experimental data for Tesi et al., Plasmonic Metasurface Resonators to Enhance Terahertz Magnetic Fields for High-Frequency Electron Paramagnetic Resonance, Small Methods 2021, 2100376, DOI 10.1002/smtd.202100376. ",https://zenodo.org/api/files/aef5b7a1-7912-45ca-b22b-a2568f47ae64/Data-PETER-Small%20methods.zip,zip
86,Vacuum Rabi splitting of a dark plasmonic cavity mode revealed by fast electrons_exterimental dataset,10.5281/zenodo.3767805,Ora Bitton,2020-04-27,"This file contains the raw unprocessed experimental data for the results published in Ora Bitton et al., Vacuum Rabi splitting of a dark plasmonic cavity mode revealed by fast electrons, Nat Commun 11, 487 (2020). ",https://zenodo.org/api/files/71d174bb-040a-411b-adbf-1e5de468f910/RawData_EELS_paper-Bitton.7z,7z
87,Green and Eco-friendly Nanotechnology – Concepts and Industrial Prospects,10.5281/zenodo.4496913,"Shubhrajyotsna Aithal1, P.S. Aithal",2021-02-03,"Nanotechnology is considered as a tool for solving problems and providing comfort in the livelihood of human beings, also possess challenges and treats if not used carefully. nanotechnology if used properly can support to realize the 17 Sustainable Development Goals(SDG) to be realized by 2030. Nanotechnology, being multidisciplinary frontier technology useful for innovative solutions in primary, secondary, tertiary, and quaternary industry sectors has shown slow progress due to its potential risks due to predicted nanotoxicity. To counter this but to use nanotechnology solutions in societal progress, green and eco-friendly nanotechnology solutions play a major role in realizing sustainable development goals and eliminates the threat of the technification of development processes. This paper discusses the concept, current research outcome, and the industrial prospects of achieving global SDG and much more using green and eco-friendly nanotechnology in 21st century.",https://zenodo.org/api/files/2bf01e1b-016f-4ef6-8130-d7ea46932dc3/1.%20Green%20Nanotechnology%20-Concept%20and%20Industrial%20Prospects.pdf,pdf
