,Titre,DOI,Auteurs,Date de publication,Abstract,Lien fichier,Type fichier,Abstract_lemm
61,AN OVERVIEW ON IN-SITU GELLING SYSTEM,10.5281/zenodo.4940113,"Allamsetti Geethanjali, Praveen Sivadasu* and Padmalatha K",2021-06-13,"In recent times in-situ gel systems have emerged as an alternative approach to conventional drug delivery systems.  These systems release the drug in a controlled manner by its special feature of ‘Sol to Gel’ transition. Further, this in-situ gelling system will stay as a solution before administering into the body and convert into a gel post administering into the body due to various physiological conditions. The drawbacks associated with conventional systems of both solutions and gels, such as accurate dosing, ease of administration overcome by using in situ gelling systems. The current review is mainly focused on giving a special emphasis on types, advantages, disadvantages, polymers used in the formulation, preparation of an in-situ gel, approaches, evaluations, and biomedical applications. 
Keywords: In-situ gel; Polymers; Controlled Release; Drug delivery; Gelling Mechanism",https://zenodo.org/api/files/329159a6-71ba-4209-835a-d058afe5e5f9/10.praveen%20sivadasu-Manuscript.pdf,pdf,"in recent time in - situ gel system have emerge as an alternative approach to conventional drug delivery system .    these system release the drug in a control manner by its special feature of ' Sol to Gel ' transition . far , this in - situ gel system will stay as a solution before administer into the body and convert into a gel post administer into the body due to various physiological condition . the drawback associate with conventional system of both solution and gel , such as accurate dosing , ease of administration overcome by use in situ gelling system . the current review be mainly focus on give a special emphasis on type , advantage , disadvantage , polymer use in the formulation , preparation of an in - situ gel , approach , evaluation , and biomedical application . 
 Keywords : in - situ gel ; Polymers ; Controlled Release ; drug delivery ; Gelling Mechanism"
62,Energy Landscape of the Sugar Conformation Controls the Sol-to- Gel Transition in Self-Assembled Bola Glycolipid Hydrogels,10.1021/acs.chemmater.2c00580,"Alexandre Poirier, Patrick Le Griel, Thomas Zinn, Petra Pernot, Sophie L. K. W. Roelants, Wim Soetaert, Niki Baccile",2022-06-13,"Self-assembled fibrillar network (SAFIN) hydrogels and organogels are commonly obtained by a crystallization process into fibers induced by external stimuli like temperature or pH. The gel-to-sol-to-gel transition is generally readily reversible and the change rate of the stimulus determines the fiber homogeneity and eventual elastic properties of the gels. However, recent work shows that in some specific cases, fibrillation occurs for a given molecular conformation and the sol-to-gel transition depends on the relative energetic stability of one conformation over the other, and not on the rate of change of the stimuli. We observe such a phenomenon on a class of bolaform glycolipids, sophorosides, similar to the well-known sophorolipid biosurfactants, but composed of two symmetric sophorose units. A combination of oscillatory rheology, small-angle X-ray scattering (SAXS) cryogenic transmission electron microscopy (cryo-TEM) and in situ rheo-SAXS using synchrotron radiation shows that below 14°C, twisted nanofibers are the thermodynamic phase. Between 14°C and about 33°C, nanofibers coexist with micelles and a strong hydrogel forms, the sol-to-gel transition being readily reversible in this temperature range. However, above the annealing temperature of about 40°C, the micelle morphology becomes kinetically-trapped over hours, even upon cooling, whichever the rate, to 4°C. A combination of solution and solid-state nuclear magnetic resonance (NMR) suggests two different conformations of the 1ˈˈ, 1ˈ and 2ˈ carbon stereocenters of sophorose, precisely at the β(1,2) glycosidic bond, for which several combinations of the dihedral angles are known to provide at least three energetic minima of comparable magnitude and each corresponding to a given sophorose conformation.",https://zenodo.org/api/files/fcb79b97-bdee-4226-875d-6fa8e31e3b8a/Figures.pptx,pptx,"self - assemble fibrillar network ( SAFIN ) hydrogel and organogel be commonly obtain by a crystallization process into fiber induce by external stimulus like temperature or ph. the gel - to - sol - to - gel transition be generally readily reversible and the change rate of the stimulus determine the fiber homogeneity and eventual elastic property of the gel . however , recent work show that in some specific case , fibrillation occur for a give molecular conformation and the sol - to - gel transition depend on the relative energetic stability of one conformation over the other , and not on the rate of change of the stimulus . we observe such a phenomenon on a class of bolaform glycolipid , sophoroside , similar to the well - know sophorolipid biosurfactant , but compose of two symmetric sophorose unit . a combination of oscillatory rheology , small - angle x - ray scattering ( SAXS ) cryogenic transmission electron microscopy ( cryo - TEM ) and in situ rheo - SAXS use synchrotron radiation show that below 14 ° c , twisted nanofiber be the thermodynamic phase . between 14 ° c and about 33 ° c , nanofiber coexist with micelle and a strong hydrogel form , the sol - to - gel transition be readily reversible in this temperature range . however , above the anneal temperature of about 40 ° c , the micelle morphology become kinetically - trap over hour , even upon cool , whichever the rate , to 4 ° c . a combination of solution and solid - state nuclear magnetic resonance ( NMR ) suggest two different conformation of the 1ˈˈ , 1ˈ and 2ˈ carbon stereocenter of sophorose , precisely at the β(1,2 ) glycosidic bond , for which several combination of the dihedral angle be know to provide at least three energetic minima of comparable magnitude and each correspond to a give sophorose conformation ."
63,Structural Analysis of Samarium Substitution on Nanocrystalline Nickel Ferrite,10.5281/zenodo.3909536,Lai Lai Win,2017-11-01,"Nickel ferrite being one of the most important inverse spinal ferrite has a wide range of
applications especially as microwave devices. Rare earth also makes possible the high
technology world we live in today. So, Samarium, a rare earth metal, is used as a dopant
material with various ratios along with the Nickel ferrite in this research. A series of Samarium
substituted Nickel ferrites Ni (Smx Fe1-x)2 O4 with molar ratio (x=0.0000, 0.0125, 0.0250,
0.0375, and 0.0500) have been synthesized by the conventional solid-state reaction method.",https://zenodo.org/api/files/fb143a82-cabb-4fcd-818e-5a7b455a3e46/12%20Daw%20Lai%20Lai%20Win%20_D-t__Phy_%20.pdf,pdf,"nickel ferrite be one of the most important inverse spinal ferrite have a wide range of 
 application especially as microwave device . Rare earth also make possible the high 
 technology world we live in today . so , Samarium , a rare earth metal , be use as a dopant 
 material with various ratio along with the Nickel ferrite in this research . a series of Samarium 
 substitute nickel ferrite Ni ( Smx Fe1 - x)2 o4 with molar ratio ( x=0.0000 , 0.0125 , 0.0250 , 
 0.0375 , and 0.0500 ) have be synthesize by the conventional solid - state reaction method ."
64,Fabrication of Powdery Composites Based Alumina and Its Consolidation by Hot Pressing Method in OXY-GON Furnace,10.5281/zenodo.1125647,"T. Kuchukhidze, N. Jalagonia, T. Korkia, V. Gabunia, N. Jalabadze, R. Chedia",2016-06-06,"In this work, obtaining methods of ultrafine alumina
powdery composites and high temperature pressing technology of
matrix ceramic composites with different compositions have been
discussed. Alumina was obtained by solution combustion synthesis
and sol-gel methods. Metal carbides containing powdery composites
were obtained by homogenization of finishing powders in nanomills,
as well as by their single-step high temperature synthesis .Different
types of matrix ceramics composites (α-Al2O3-ZrO2-Y2O3, α-Al2O3-
Y2O3-MgO, α-Al2O3-SiC-Y2O3, α-Al2O3-WC-Co-Y2O3, α-Al2O3-
B4C-Y2O3, α-Al2O3- B4C-TiB2 etc.) were obtained by using OXYGON
furnace. Consolidation of powders were carried out at 1550-
1750°C (hold time - 1 h, pressure - 50 MPa). Corundum ceramics
samples have been obtained and characterized by high hardness and
fracture toughness, absence of open porosity, high corrosion
resistance. Their density reaches 99.5-99.6% TD. During the work,
the following devices have been used: High temperature vacuum
furnace OXY-GON Industries Inc (USA), Electronic Scanning
Microscopes Nikon Eclipse LV 150, Optical Microscope NMM-
800TRF, Planetary mill Pulverisette 7 premium line, Shimadzu
Dynamic Ultra Micro Hardness Tester DUH-211S, Analysette 12
Dynasizer.",https://zenodo.org/api/files/a8ce78a6-89e4-42e8-9d37-61a4bcc4d8d7/10004975.pdf,pdf,"in this work , obtain method of ultrafine alumina 
 powdery composite and high temperature press technology of 
 matrix ceramic composite with different composition have be 
 discuss . Alumina be obtain by solution combustion synthesis 
 and sol - gel method . metal carbide contain powdery composite 
 be obtain by homogenization of finish powder in nanomill , 
 as well as by their single - step high temperature synthesis .different 
 type of matrix ceramic composite ( α - al2o3 - zro2 - Y2O3 , α - al2o3- 
 y2o3 - MgO , α - al2o3 - sic - Y2O3 , α - al2o3 - wc - co - Y2O3 , α - Al2O3- 
 B4C - Y2O3 , α - al2o3- B4C - TiB2 etc . ) be obtain by use OXYGON 
 furnace . consolidation of powder be carry out at 1550- 
 1750 ° c ( hold time - 1 h , pressure - 50 mpa ) . corundum ceramic 
 sample have be obtain and characterize by high hardness and 
 fracture toughness , absence of open porosity , high corrosion 
 resistance . their density reach 99.5 - 99.6 % TD . during the work , 
 the follow device have be use : high temperature vacuum 
 furnace OXY - GON Industries Inc ( USA ) , Electronic Scanning 
 Microscopes Nikon Eclipse LV 150 , Optical Microscope nmm- 
 800TRF , Planetary mill Pulverisette 7 premium line , Shimadzu 
 dynamic Ultra Micro Hardness Tester duh-211s , Analysette 12 
 Dynasizer ."
65,"SYNTHESIS, CHARACTERIZATIONS AND TRIBOLOGICAL EVALUATION OF NANO CRYSTALLINE HYDROXYAPATITE AND NOVEL WILLEMITE",10.5281/zenodo.1460418,"NARESH P. PATIL, SHRIKANT R. DAWANKAR, VILAS G. AMBIGAR",2017-03-16," Bioceramics are potentially attractive for a wide range of medical and mechanical applications. In the present investigation Hydroxyapatite (HA) and Willemite (WM)were successfully prepared by sol-gel auto combustion and sol-gel methods respectively. The prepared materials were characterized by X-ray Diffraction (XRD), Scanning Electron Microscopy (SEM), Energy Dispersive Spectroscopy (EDS) and Transmission Electron Microscopy (TEM). Friction and wear characteristics of HA and WM were determined using a pin-on-disc tribometer at applied loads in the range of 50N -110N. Results reveal that the wear performance of HA was superior to WM also possess lower friction coefficients than WM. To calculate the wear depth by Archard wear model FEA is done. It was observed that no significant difference between experimental and numerical wear depth.
https://journalnx.com/journal-article/20150202",https://zenodo.org/api/files/992b345a-d1d5-4790-abc8-d88641a4a084/20150202-biomedical-applocations.PDF,pdf,"  Bioceramics be potentially attractive for a wide range of medical and mechanical application . in the present investigation Hydroxyapatite ( HA ) and Willemite ( wm)were successfully prepare by sol - gel auto combustion and sol - gel method respectively . the prepared material be characterize by x - ray Diffraction ( XRD ) , Scanning Electron Microscopy ( SEM ) , Energy Dispersive Spectroscopy ( EDS ) and Transmission Electron Microscopy ( TEM ) . friction and wear characteristic of HA and WM be determine use a pin - on - disc tribometer at apply load in the range of 50n -110N. result reveal that the wear performance of HA be superior to WM also possess low friction coefficient than WM . to calculate the wear depth by Archard wear model FEA be do . it be observe that no significant difference between experimental and numerical wear depth . 
 https://journalnx.com/journal-article/20150202"
66,New SUZ-4 Zeolite Membrane from Sol-Gel Technique,10.5281/zenodo.1073367,"P. Worathanakul, P. Kongkachuichay",2008-11-21,"A new SUZ-4 zeolite membrane with
tetraethlyammonium hydroxide as the template was fabricated on
mullite tube via hydrothermal sol-gel synthesis in a rotating
autoclave reactor. The suitable synthesis condition was SiO2:Al2O3
ratio of 21.2 for 4 days at 155 °C crystallization under autogenous
pressure. The obtained SUZ-4 possessed a high BET surface area of
396.4 m2/g, total pore volume at 2.611 cm3/g, and narrow pore size
distribution with 97 nm mean diameter and 760 nm long of needle
crystal shape. The SUZ-4 layer obtained from seeding crystallization
was thicker than that of without seeds or in situ crystallization.",https://zenodo.org/api/files/b4461061-a489-4a4b-aaa4-09d568422a73/9754.pdf,pdf,"a new SUZ-4 zeolite membrane with 
 tetraethlyammonium hydroxide as the template be fabricate on 
 mullite tube via hydrothermal sol - gel synthesis in a rotate 
 autoclave reactor . the suitable synthesis condition be SiO2 : al2o3 
 ratio of 21.2 for 4 day at 155 ° c crystallization under autogenous 
 pressure . the obtain SUZ-4 possess a high BET surface area of 
 396.4 m2 / g , total pore volume at 2.611 cm3 / g , and narrow pore size 
 distribution with 97 nm mean diameter and 760 nm long of needle 
 crystal shape . the SUZ-4 layer obtain from seed crystallization 
 be thick than that of without seed or in situ crystallization ."
67,Novel sol-gel SiO2-NaGdF4 transparent nano-glass-ceramics,10.1016/j.jnoncrysol.2019.05.023,"J.J. Velázquez, J. Mosa, G. Gorni, R. Balda, J. Fernández, A. Durán, Y. Castro",2019-05-15,"Novel transparent oxyfluoride nano-glass-ceramics containing undoped and 0.5 Eu3+ (mol%) doped NaGdF4 nanocrystals (NCs), were obtained by sol-gel for the first
time. X-ray diffraction (XRD) confirms the precipitation of α- and β-NaGdF4 NCs with a size ranging between 5 and 24 nm. When the Na:Gd ratio, temperature and
heating time are fixed to 0.95:1, 550–600 °C and 1–8 h, respectively, only the β-NaGdF4 phase precipitates. These results are confirmed by high-resolution transmission
electron microscopy (HRTEM). The decomposition of trifluoroacetic acid (TFA) and the formation of fluoride lattice bonds were studied by Fourier transform
infrared spectroscopy (FTIR). Thus, the sol-gel route permits NaGdF4 glass-ceramics to be obtained through the control of Na:Gd ratio, temperature and heating time.
The incorporation of dopant ions in the NaGdF4 NCs was confirmed by photoluminescence measurements which show narrow and well-resolved Eu3+ emission and
excitation spectra in GCs. Moreover, the low asymmetry ratio values between the electric dipole (5D0→7F2) to the magnetic dipole (5D0→7F1) transitions indicate
that Eu3+ ions are incorporated in the NaGdF4 NCs. Furthermore, efficient Gd3+→Eu3+ energy transfer results in an enhancement of the reddish Eu3+ emissions,
further supported by fluorescence decay lifetimes.",https://zenodo.org/api/files/3d7af958-fad3-48c9-8d4d-9862deb8f71c/13_Velazquez_2019_JNCS_Novel%20sol-gel%20SiO2-NaGdF4%20transparent%20nano-glass-ceramics.pdf,pdf,"novel transparent oxyfluoride nano - glass - ceramic contain undoped and 0.5 eu3 + ( mol% ) dope NaGdF4 nanocrystal ( NCs ) , be obtain by sol - gel for the first 
 time . x - ray diffraction ( XRD ) confirm the precipitation of α- and β - NaGdF4 nc with a size range between 5 and 24 nm . when the na : gd ratio , temperature and 
 heating time be fix to 0.95:1 , 550–600 ° c and 1–8 h , respectively , only the β - NaGdF4 phase precipitate . these result be confirm by high - resolution transmission 
 electron microscopy ( HRTEM ) . the decomposition of trifluoroacetic acid ( TFA ) and the formation of fluoride lattice bond be study by Fourier transform 
 infrared spectroscopy ( FTIR ) . thus , the sol - gel route permit NaGdF4 glass - ceramic to be obtain through the control of Na : gd ratio , temperature and heating time . 
 the incorporation of dopant ion in the NaGdF4 NCs be confirm by photoluminescence measurement which show narrow and well - resolve eu3 + emission and 
 excitation spectra in GCs . moreover , the low asymmetry ratio value between the electric dipole ( 5D0→7F2 ) to the magnetic dipole ( 5d0→7f1 ) transition indicate 
 that eu3 + ion be incorporate in the NaGdF4 NCs . furthermore , efficient Gd3+→Eu3 + energy transfer result in an enhancement of the reddish eu3 + emission , 
 far support by fluorescence decay lifetime ."
68,Heterometal Alkoxides as Precursors in the Sol-Gel Process,10.5281/zenodo.5895331,RAM C. MEHROTRA,1994-08-31,"University of Allahabad, Allahabad-211 002
Manuscript received 13 September 1993
The synthesis of bimetallic alkoxides has been followed by the preparation of intriguingly stable heterometal alkoxides containing three or four different metal atoms in the same molecular species, which has led to the possibility of molecularly designing a single source precursor suited to the composition of the targeted final ceramic. This has been made feasible by the extraordinary stability of the framework of heterometal alkoxides, which appears to remain intact during the initial hydrolysis reactions in the S-G process. The characterisation (by sophisticated physicochemical techniques including X-Ray crystal structure elucidation in some cases) of heterometal alkoxides appears to have added a new dimension to heterometal coordination systems which appear to be uniquely stable without the presence of metal-metal bonds or auxiliary ligands like CO, etc., enerally required for stabilising polymetallic systems known so far.",https://zenodo.org/api/files/13e62c80-2c02-409e-a6c0-8f765254e7a6/315-321.pdf,pdf,"University of Allahabad , allahabad-211 002 
 Manuscript receive 13 September 1993 
 the synthesis of bimetallic alkoxide have be follow by the preparation of intriguingly stable heterometal alkoxide contain three or four different metal atom in the same molecular specie , which have lead to the possibility of molecularly design a single source precursor suit to the composition of the targeted final ceramic . this have be make feasible by the extraordinary stability of the framework of heterometal alkoxide , which appear to remain intact during the initial hydrolysis reaction in the S - g process . the characterisation ( by sophisticated physicochemical technique include X - Ray crystal structure elucidation in some case ) of heterometal alkoxide appear to have add a new dimension to heterometal coordination system which appear to be uniquely stable without the presence of metal - metal bond or auxiliary ligand like CO , etc . , enerally require for stabilise polymetallic system know so far ."
69,Hierarchical TiO2 nanofibres as photocatalyst for CO2 reduction: Influence of morphology and phase composition on catalytic activity,10.1016/j.jcou.2016.04.002,"Patricia Reñones, Alicia Moya, Fernando Fresno, Laura Collado, Juan J. Vilatela, Víctor A. de la Peña O'Shea",2016-04-18,"In this research work, the gas phase CO2 photocatalytic reduction using water as electron donor has been performed using hierarchical assemblies of mesoporous TiO2 1-D nanofibres synthesised by a combination of electrospinning and sol–gel methods. In order to compare the effect of the crystallisation step on oxygen vacancies and conductivity, two different annealing conditions have been undertaken: under a high Ar flow (“TiO2 Fibres-A” sample) and under static Ar (“TiO2 Fibres B” sample). Moreover, these materials have been compared with individualised TiO2 nanoparticles prepared by a sol-gel procedure. CO and H2 are detected as major products with all photocatalysts, with lower amounts of CH4 and CH3OH. The TiO2 nanofibres exhibit better results than the sol-gel photocatalyst, behaviour that may be ascribed to an improved nanocrystals connection, which favours a fast charge transport along the grain boundaries, as measured by electrochemical impedance spectroscopy (EIS). The highest CO2 reduction activity is achieved with the TiO2 Fibres B catalyst, which gives rise to ca. 4 and 2.5 times higher H2 and CO production, respectively, than the TiO2 Fibres-A one. This sample is composed of a mixture of anatase and rutile crystalline phases (80:20), leading to a decrease in the electron-hole recombination rate observed by photoluminescence (PL) measurements.",https://zenodo.org/api/files/e660baa3-f527-41b2-a709-98f61cfe3699/1._ELSEVIER_JCO_FINAL.pdf,pdf,"in this research work , the gas phase CO2 photocatalytic reduction use water as electron donor have be perform use hierarchical assembly of mesoporous TiO2 1 - d nanofibre synthesise by a combination of electrospinne and sol – gel method . in order to compare the effect of the crystallisation step on oxygen vacancy and conductivity , two different anneal condition have be undertake : under a high Ar flow ( "" TiO2 Fibres - A "" sample ) and under static Ar ( "" TiO2 Fibres B "" sample ) . moreover , these material have be compare with individualised TiO2 nanoparticle prepare by a sol - gel procedure . CO and H2 be detect as major product with all photocatalyst , with low amount of CH4 and CH3OH . the TiO2 nanofibre exhibit well result than the sol - gel photocatalyst , behaviour that may be ascribe to an improved nanocrystal connection , which favour a fast charge transport along the grain boundary , as measure by electrochemical impedance spectroscopy ( EIS ) . the high co2 reduction activity be achieve with the TiO2 Fibres B catalyst , which give rise to ca . 4 and 2.5 time high h2 and CO production , respectively , than the TiO2 Fibres - a one . this sample be compose of a mixture of anatase and rutile crystalline phase ( 80:20 ) , lead to a decrease in the electron - hole recombination rate observe by photoluminescence ( PL ) measurement ."
70,Silicon Esters,10.5281/zenodo.3771732,"Arkles, Barry",1997-01-01,"Silicon esters are silicon compounds that contain an oxygen bridge from silicon to an organic group, ie, Si–OR. The most prevalent is tetraethoxysilane. The applications for tetraalkoxysilanes are classified roughly by whether the Si–OR bond is expected to remain intact or be hydrolyzed in the final application. Applications in which the Si–OR bond is hydrolyzed include as binders for foundry-mold sands used in investment and thin-shell castings; as binders for refractories; and as resins, coatings, sol–gel glasses, cross-linking agents, and adhesion promoters. Applications in which the Si–OR bond remains intact include as heat-transfer and hydraulic fluids. The hydrolysis reaction, which yields polymers of silicic acid that can be dehydrated to silicon dioxide, is of considerable commercial importance. The chemistry and properties of alkoxysilanes and related acyloxysilanes and aspects of commercial production and utilization are reviewed. Sol–gel technology is discussed.
 ",https://zenodo.org/api/files/a2f80008-3318-4366-9cba-df42091c3711/Silicon%20Esters.pdf,pdf,"Silicon ester be silicon compound that contain an oxygen bridge from silicon to an organic group , ie , Si – OR . the most prevalent be tetraethoxysilane . the application for tetraalkoxysilane be classify roughly by whether the Si – OR bond be expect to remain intact or be hydrolyze in the final application . application in which the Si – OR bond be hydrolyze include as binder for foundry - mold sand use in investment and thin - shell casting ; as binder for refractory ; and as resin , coating , sol – gel glass , cross - link agent , and adhesion promoter . application in which the Si – OR bond remain intact include as heat - transfer and hydraulic fluid . the hydrolysis reaction , which yield polymer of silicic acid that can be dehydrate to silicon dioxide , be of considerable commercial importance . the chemistry and property of alkoxysilane and related acyloxysilane and aspect of commercial production and utilization be review . Sol – gel technology be discuss . 
 "
71,Radiation hardness of Ce-doped sol-gel silica fibers for high energy physics applications,10.1364/OL.43.000903,"Cova, Francesca, Moretti, Federico, Fasoli, Mauro, Chiodini, Norberto, Pauwels, Kristof, Auffray, Etiennette, Lucchini, Marco Toliman, Baccaro, Stefania, Cemmi, Alessia, Bartova, Hana, Vedda, Anna",2018-02-14,"The results of irradiation tests on Ce-doped sol-gel silica
using x- and γ-rays up to 10 kGy are reported in order to
investigate the radiation hardness of this material for
high-energy physics applications. Sol-gel silica fibers with
Ce concentrations of 0.0125 and 0.05 mol. % are characterized
by means of optical absorption and attenuation length
measurements before and after irradiation. The two different
techniques give comparable results, evidencing the formation
of a main broad radiation-induced absorption band, peaking
at about 2.2 eV, related to radiation-induced color centers.
The results are compared with those obtained on bulk silica.
This study reveals that an improvement of the radiation
hardness of Ce-doped silica fibers can be achieved by reducing
Ce content inside the fiber core, paving the way for further
material development.",https://zenodo.org/api/files/0187c4b4-b4b1-4de2-b537-940ebe2f0cc7/Cova-Opt_Lett_2018.pdf,pdf,"the result of irradiation test on Ce - dope sol - gel silica 
 use x- and γ - ray up to 10 kGy be report in order to 
 investigate the radiation hardness of this material for 
 high - energy physics application . Sol - gel silica fiber with 
 Ce concentration of 0.0125 and 0.05 mol . % be characterize 
 by mean of optical absorption and attenuation length 
 measurement before and after irradiation . the two different 
 technique give comparable result , evidence the formation 
 of a main broad radiation - induce absorption band , peak 
 at about 2.2 eV , relate to radiation - induce color center . 
 the result be compare with those obtain on bulk silica . 
 this study reveal that an improvement of the radiation 
 hardness of Ce - dope silica fiber can be achieve by reduce 
 Ce content inside the fiber core , pave the way for furth 
 material development ."
72,Síntesis y Caracterización de TiO2 y Ag-TiO2 para uso en fotodegradación de Azul de Metileno,10.5281/zenodo.6547709,"E.V. Luna-Gallegos, E. Ramírez-Morales, G. Pérez-Hernández, M.G. Hernández-Cruz, L. Rojas-Blanco",2020-10-01,"Se sintetizaron polvos de dióxido de titanio (TiO2) y Ag-TiO2 por la ruta sol-gel in situ y sol-gel en dos pasos empleando como precursor de Nitrato de Plata (AgNO3). El análisis estructural se realizó mediante Difracción de Rayos X (DRX), Espectroscopía Ultravioleta-Visible (UV-Vis). La actividad fotocatalítica de TiO2 y Ag-TiO2 se evaluó mediante la degradación del Azul de Metileno (AM) bajo irradiación UV. Los resultados muestran la presencia de la fase anatasa, la cual es la fase más estable del TiO2 y ambas muestras presentan una degradación de entre un 23% a un 25% de la concentración inicial de azul de metileno, sin embargo, la muestra impurificada es la que logra comenzar a degradar más rápido, pero la muestra pura es la que tiene una mejor eficiencia fotocatalitica.",https://zenodo.org/api/files/cef00637-83dc-4eec-883e-1b86dd19f996/IQ62.pdf,pdf,"Se sintetizaron polvos de dióxido de titanio ( TiO2 ) y Ag - TiO2 por la ruta sol - gel in situ y sol - gel en do pasos empleando como precursor de Nitrato de Plata ( AgNO3 ) . El análisis estructural se realizó mediante Difracción de Rayos X ( DRX ) , Espectroscopía Ultravioleta - visible ( uv - vis ) . La actividad fotocatalítica de TiO2 y Ag - TiO2 se evaluó mediante la degradación del Azul de Metileno ( AM ) bajo irradiación uv . Los resultado muestran la presencia de la fase anatasa , la cual es la fase más estable del TiO2 y ambas muestras presentan una degradación de entre un 23 % a un 25 % de la concentración inicial de azul de metileno , sin embargo , la muestra impurificada es la que logra comenzar a degradar más rápido , pero la muestra pura es la que tiene una mejor eficiencia fotocatalitica ."
73,Data from: Holographic sol-gel monoliths: optical properties and application for humidity sensing,10.5061/dryad.405hq,"Ilatovskii, Daniil A., Milichko, Valentin, Vinogradov, Alexander V., Vinogradov, Vladimir V.",2018-03-28,"Sol–gel monoliths based on SiO2, TiO2 and ZrO2 with holographic colourful diffraction on their surfaces were obtained via a sol–gel synthesis and soft lithography combined method. The production was carried out without any additional equipment at near room temperature and atmospheric pressure. The accurately replicated wavy structure with nanoscale size of material particles yields holographic effect and its visibility strongly depends on refractive index (RI) of materials. Addition of multi-walled carbon nanotubes (MWCNTs) in systems increases their RI and lends absorbing properties due to extremely high light absorption constant. Further prospective and intriguing applications based on the most successful samples, MWCNTs-doped titania, were investigated as reversible optical humidity sensor. Owing to such property as reversible resuspension of TiO2 nanoparticles while interacting with water, it was proved that holographic xerogels can repeatedly act as humidity sensors. Materials which can be applied as humidity sensors in dependence on holographic response were discovered for the first time.",https://zenodo.org/api/files/13ec3e4d-ffce-49c5-adbf-12b46de32ba5/RefIndex.xlsx,xlsx,"sol – gel monolith base on SiO2 , TiO2 and zro2 with holographic colourful diffraction on their surface be obtain via a sol – gel synthesis and soft lithography combine method . the production be carry out without any additional equipment at near room temperature and atmospheric pressure . the accurately replicate wavy structure with nanoscale size of material particle yield holographic effect and its visibility strongly depend on refractive index ( RI ) of material . addition of multi - walled carbon nanotube ( MWCNTs ) in system increase their ri and lend absorb property due to extremely high light absorption constant . far prospective and intriguing application base on the most successful sample , MWCNTs - dope titania , be investigate as reversible optical humidity sensor . owe to such property as reversible resuspension of TiO2 nanoparticle while interact with water , it be prove that holographic xerogel can repeatedly act as humidity sensor . material which can be apply as humidity sensor in dependence on holographic response be discover for the first time ."
74,Radiation hardness of Ce-doped sol-gel silica fibers for High Energy Physics applications,10.5281/zenodo.2564769,"Cova, Francesca, Moretti, Federico, Fasoli, Mauro, Chiodini, Norberto, Pauwels, Kristof, Auffray, Etiennette, Lucchini, Marco Toliman, Baccaro, Stefania, Cemmi, Alessia, Bartova, Hana, Vedda, Anna",2019-02-14,"The results of irradiation tests on Ce-doped sol-gel
silica using X- and g-rays up to 10 kGy are reported,
in order to investigate the radiation hardness of this
material for high energy physics applications. Sol-gel
silica fibers with Ce concentrations of 0.0125 mol% and
0.05 mol% are characterized by means of optical absorption
and attenuation length measurements before
and after irradiation. The two different techniques
give comparable results, evidencing the formation of
a main broad radiation-induced absorption band, peaking
at about 2.2 eV, related to radiation-induced color
centers. The results are compared with those obtained
on bulk silica. This study reveals that an improvement
of the radiation hardness of Ce-doped silica fibers can
be achieved by reducing Ce content inside the fiber
core, paving the way for further material development.",https://zenodo.org/api/files/ae98f409-3563-498c-914e-dbca405f1645/Paper_OptLett_rev.pdf,pdf,"the result of irradiation test on Ce - dope sol - gel 
 silica use X- and g - ray up to 10 kGy be report , 
 in order to investigate the radiation hardness of this 
 material for high energy physics application . Sol - gel 
 silica fiber with Ce concentration of 0.0125 mol% and 
 0.05 mol% be characterize by mean of optical absorption 
 and attenuation length measurement before 
 and after irradiation . the two different technique 
 give comparable result , evidence the formation of 
 a main broad radiation - induce absorption band , peak 
 at about 2.2 eV , relate to radiation - induce color 
 center . the result be compare with those obtain 
 on bulk silica . this study reveal that an improvement 
 of the radiation hardness of Ce - dope silica fiber can 
 be achieve by reduce Ce content inside the fiber 
 core , pave the way for further material development ."
